plant,col,red,nir,ndvi,population,date,day,vwc1,vwc2
14,11,16.7,47.7,0.481,A15-506,7/25/2017,54,4.69,11.45
14,12,17.9,48.1,0.458,A15-511,7/25/2017,54,4.69,11.45
14,13,18.3,52.3,0.482,A15-511,7/25/2017,54,4.69,11.45
14,14,18.3,50.5,0.468,A15-516,7/25/2017,54,4.69,11.45
14,15,17.9,50.2,0.474,A15-516,7/25/2017,54,4.69,11.45
14,16,19.2,46.9,0.419,A15-668,7/25/2017,54,4.69,11.45
14,17,17.9,54.1,0.503,A15-668,7/25/2017,54,4.69,11.45
14,18,18.3,52.3,0.482,A15-490,7/25/2017,54,4.69,11.45
14,19,19.6,51.7,0.45,A15-490,7/25/2017,54,4.69,11.45
14,20,18.4,49.8,0.46,A14-307,7/25/2017,54,4.69,11.45
14,21,19,45.3,0.409,A14-307,7/25/2017,54,4.69,11.45
14,22,18.1,43.8,0.415,A15-515,7/25/2017,54,4.69,11.45
14,23,17.1,49.5,0.486,A15-515,7/25/2017,54,4.69,11.45
14,24,21.7,49.9,0.394,A15-467,7/25/2017,54,4.69,11.45
14,25,19,45.6,0.412,A15-467,7/25/2017,54,4.69,11.45
14,26,18.4,50.8,0.468,A15-316,7/25/2017,54,4.69,11.45
14,27,20.6,51.6,0.429,A15-316,7/25/2017,54,4.69,11.45
14,28,20.2,52.9,0.447,A15-304,7/25/2017,54,4.69,11.45
14,29,18.3,46.5,0.435,A15-304,7/25/2017,54,4.69,11.45
14,30,15,60.2,0.601,A15-341,7/25/2017,54,4.69,11.45
14,31,17.7,55.9,0.519,A15-341,7/25/2017,54,4.69,11.45
14,32,17.3,55.9,0.527,A15-436,7/25/2017,54,4.69,11.45
14,33,18.1,52.6,0.488,A15-436,7/25/2017,54,4.69,11.45
14,34,17.3,52.6,0.505,A15-463,7/25/2017,54,4.69,11.45
14,35,17.9,52.5,0.491,A15-463,7/25/2017,54,4.69,11.45
14,36,17.5,61.4,0.556,A15-708,7/25/2017,54,4.69,11.45
14,37,17.7,55.9,0.519,A15-708,7/25/2017,54,4.69,11.45
14,38,19.4,56.2,0.487,A15-711,7/25/2017,54,4.69,11.45
14,39,19.2,52.8,0.467,A15-711,7/25/2017,54,4.69,11.45
14,40,17.7,57.3,0.528,A14-298,7/25/2017,54,4.69,11.45
14,41,18.4,57.4,0.515,A14-298,7/25/2017,54,4.69,11.45
14,42,19.2,54.9,0.482,A15-451,7/25/2017,54,4.69,11.45
14,43,20.2,48.9,0.415,A15-451,7/25/2017,54,4.69,11.45
14,44,18.4,51.3,0.472,A15-519,7/25/2017,54,4.69,11.45
14,45,19,49.3,0.444,A15-519,7/25/2017,54,4.69,11.45
14,46,17.1,55.5,0.529,A15-461,7/25/2017,54,4.69,11.45
14,47,17.1,52.5,0.509,A15-461,7/25/2017,54,4.69,11.45
14,48,15.5,61.5,0.597,A15-509,7/25/2017,54,4.69,11.45
14,49,19.8,54,0.463,A15-669,7/25/2017,54,4.69,11.45
14,50,15.7,53.8,0.548,A15-677,7/25/2017,54,4.69,11.45
14,51,16.7,56.1,0.541,A15-489,7/25/2017,54,4.69,11.45
14,52,14.6,56.4,0.589,A15-505,7/25/2017,54,4.69,11.45
14,53,15.7,57.6,0.572,A15-725,7/25/2017,54,4.69,11.45
14,54,19.8,56.1,0.478,A15-675,7/25/2017,54,4.69,11.45
14,55,20.8,57.7,0.47,A14-302,7/25/2017,54,4.69,11.45
14,56,17.7,61.2,0.551,A15-513,7/25/2017,54,4.69,11.45
14,57,20,60.8,0.505,b,7/25/2017,54,4.69,11.45
14,58,16.5,60.2,0.57,b,7/25/2017,54,4.69,11.45
14,59,16.9,54.7,0.528,b,7/25/2017,54,4.69,11.45
15,1,17.5,51.4,0.492,b,7/25/2017,54,4.69,11.45
15,2,16.1,55,0.547,b,7/25/2017,54,4.69,11.45
15,3,18.3,51.4,0.475,b,7/25/2017,54,4.69,11.45
15,4,20.4,55.2,0.46,A15-674,7/25/2017,54,4.69,11.45
15,5,22.3,59.2,0.453,A15-674,7/25/2017,54,4.69,11.45
15,6,17.3,49.3,0.48,A15-311,7/25/2017,54,4.69,11.45
15,7,20.8,54.3,0.446,A15-311,7/25/2017,54,4.69,11.45
15,8,19,54.9,0.486,A15-682,7/25/2017,54,4.69,11.45
15,9,21.9,54.1,0.424,A15-682,7/25/2017,54,4.69,11.45
15,10,20.6,58.9,0.482,A15-506,7/25/2017,54,4.69,11.45
15,11,20,52.8,0.451,A15-506,7/25/2017,54,4.69,11.45
15,12,19,52.9,0.471,A15-511,7/25/2017,54,4.69,11.45
15,13,19.6,55.2,0.476,A15-511,7/25/2017,54,4.69,11.45
15,14,20,55.8,0.472,A15-516,7/25/2017,54,4.69,11.45
15,15,19.4,54.6,0.476,A15-516,7/25/2017,54,4.69,11.45
15,16,18.8,54,0.484,A15-668,7/25/2017,54,4.69,11.45
15,17,21,54,0.44,A15-668,7/25/2017,54,4.69,11.45
15,18,20.8,49.9,0.412,A15-490,7/25/2017,54,4.69,11.45
15,19,21.6,55.8,0.442,A15-490,7/25/2017,54,4.69,11.45
15,20,20.8,54.1,0.445,A14-307,7/25/2017,54,4.69,11.45
15,21,21.9,49.2,0.384,A14-307,7/25/2017,54,4.69,11.45
15,22,19.8,53.4,0.459,A15-515,7/25/2017,54,4.69,11.45
15,23,17.9,56.5,0.519,A15-515,7/25/2017,54,4.69,11.45
15,24,18.4,57.6,0.516,A15-467,7/25/2017,54,4.69,11.45
15,25,19.6,58.3,0.497,A15-467,7/25/2017,54,4.69,11.45
15,26,21.2,56.7,0.456,A15-316,7/25/2017,54,4.69,11.45
15,27,18.4,50.5,0.466,A15-316,7/25/2017,54,4.69,11.45
15,28,21.7,53.2,0.421,A15-304,7/25/2017,54,4.69,11.45
15,29,20.6,52.6,0.437,A15-304,7/25/2017,54,4.69,11.45
15,30,18.6,57,0.508,A15-341,7/25/2017,54,4.69,11.45
15,31,16.1,56.4,0.556,A15-341,7/25/2017,54,4.69,11.45
15,32,19.2,55.6,0.487,A15-436,7/25/2017,54,4.69,11.45
15,33,19.2,55.9,0.489,A15-436,7/25/2017,54,4.69,11.45
15,34,16.9,60.8,0.565,A15-463,7/25/2017,54,4.69,11.45
15,35,19,62,0.531,A15-463,7/25/2017,54,4.69,11.45
15,36,18.8,59.8,0.522,A15-708,7/25/2017,54,4.69,11.45
15,37,20,58.9,0.493,A15-708,7/25/2017,54,4.69,11.45
15,38,25,48.6,0.321,A15-711,7/25/2017,54,4.69,11.45
15,39,19.2,61.1,0.522,A15-711,7/25/2017,54,4.69,11.45
15,40,18.6,55.6,0.499,A14-298,7/25/2017,54,4.69,11.45
15,41,16.3,57.3,0.557,A14-298,7/25/2017,54,4.69,11.45
15,42,19.6,56.5,0.485,A15-451,7/25/2017,54,4.69,11.45
15,43,21.6,60.3,0.473,A15-451,7/25/2017,54,4.69,11.45
15,44,17.7,56.8,0.525,A15-519,7/25/2017,54,4.69,11.45
15,45,22.1,62.9,0.48,A15-519,7/25/2017,54,4.69,11.45
15,46,17.7,55.8,0.518,A15-461,7/25/2017,54,4.69,11.45
15,47,16.1,55.9,0.553,A15-461,7/25/2017,54,4.69,11.45
15,48,18.1,55.3,0.507,A15-509,7/25/2017,54,4.69,11.45
15,49,18.1,59.4,0.533,A15-669,7/25/2017,54,4.69,11.45
15,50,16.1,58.9,0.571,A15-677,7/25/2017,54,4.69,11.45
15,51,21,58.2,0.47,A15-489,7/25/2017,54,4.69,11.45
15,52,17.7,59.1,0.539,A15-505,7/25/2017,54,4.69,11.45
15,53,20.2,60,0.496,A15-725,7/25/2017,54,4.69,11.45
15,54,19.2,59.8,0.514,A15-675,7/25/2017,54,4.69,11.45
15,55,17.7,57.4,0.529,A14-302,7/25/2017,54,4.69,11.45
15,56,16.3,62.6,0.587,A15-513,7/25/2017,54,4.69,11.45
15,57,16.3,58.5,0.564,b,7/25/2017,54,4.69,11.45
15,58,18.4,56.5,0.509,b,7/25/2017,54,4.69,11.45
15,59,15.7,54.3,0.551,b,7/25/2017,54,4.69,11.45
16,1,15.5,48.7,0.517,b,7/25/2017,54,4.69,11.45
16,2,16.5,51.1,0.512,b,7/25/2017,54,4.69,11.45
16,3,19.8,49.8,0.431,b,7/25/2017,54,4.69,11.45
16,4,21.7,53.5,0.423,A15-674,7/25/2017,54,4.69,11.45
16,5,18.6,51.1,0.466,A15-674,7/25/2017,54,4.69,11.45
16,6,16.9,52.9,0.516,A15-311,7/25/2017,54,4.69,11.45
16,7,16.1,52.5,0.531,A15-311,7/25/2017,54,4.69,11.45
16,8,18.1,57.1,0.519,A15-682,7/25/2017,54,4.69,11.45
16,9,22.5,54,0.412,A15-682,7/25/2017,54,4.69,11.45
16,10,18.6,52.3,0.475,A15-506,7/25/2017,54,4.69,11.45
16,11,18.4,56.4,0.508,A15-506,7/25/2017,54,4.69,11.45
16,12,17.3,53.4,0.511,A15-511,7/25/2017,54,4.69,11.45
16,13,23.5,55.9,0.408,A15-511,7/25/2017,54,4.69,11.45
16,14,19.2,55,0.482,A15-516,7/25/2017,54,4.69,11.45
16,15,18.3,55.9,0.507,A15-516,7/25/2017,54,4.69,11.45
16,16,16.9,52,0.509,A15-668,7/25/2017,54,4.69,11.45
16,17,21.2,54.7,0.441,A15-668,7/25/2017,54,4.69,11.45
16,18,20.8,50.1,0.413,A15-490,7/25/2017,54,4.69,11.45
16,19,18.3,54.9,0.5,A15-490,7/25/2017,54,4.69,11.45
16,20,18.1,51.3,0.478,A14-307,7/25/2017,54,4.69,11.45
16,21,19.2,57.3,0.498,A14-307,7/25/2017,54,4.69,11.45
16,22,19.2,54,0.475,A15-515,7/25/2017,54,4.69,11.45
16,23,19.6,54.3,0.47,A15-515,7/25/2017,54,4.69,11.45
16,24,20.6,53.8,0.446,A15-467,7/25/2017,54,4.69,11.45
16,25,16.9,53.2,0.518,A15-467,7/25/2017,54,4.69,11.45
16,26,18.6,54.1,0.488,A15-316,7/25/2017,54,4.69,11.45
16,27,22.5,51.3,0.39,A15-316,7/25/2017,54,4.69,11.45
16,28,18.4,57.4,0.515,A15-304,7/25/2017,54,4.69,11.45
16,29,20.4,54.6,0.456,A15-304,7/25/2017,54,4.69,11.45
16,30,16.9,54.4,0.526,A15-341,7/25/2017,54,4.69,11.45
16,31,17.9,54.4,0.505,A15-341,7/25/2017,54,4.69,11.45
16,32,14.4,53.5,0.576,A15-436,7/25/2017,54,4.69,11.45
16,33,15.5,49.5,0.523,A15-436,7/25/2017,54,4.69,11.45
16,34,15.7,52.6,0.54,A15-463,7/25/2017,54,4.69,11.45
16,35,18.8,53.8,0.482,A15-463,7/25/2017,54,4.69,11.45
16,36,17.5,56.4,0.526,A15-708,7/25/2017,54,4.69,11.45
16,37,15.5,53.2,0.549,A15-708,7/25/2017,54,4.69,11.45
16,38,18.1,54.1,0.499,A15-711,7/25/2017,54,4.69,11.45
16,39,18.3,51,0.472,A15-711,7/25/2017,54,4.69,11.45
16,40,19.6,51.4,0.448,A14-298,7/25/2017,54,4.69,11.45
16,41,17.1,53.8,0.518,A14-298,7/25/2017,54,4.69,11.45
16,42,17.3,49,0.478,A15-451,7/25/2017,54,4.69,11.45
16,43,17.5,52.6,0.501,A15-451,7/25/2017,54,4.69,11.45
16,44,17.9,55.5,0.512,A15-519,7/25/2017,54,4.69,11.45
16,45,16.5,49,0.496,A15-519,7/25/2017,54,4.69,11.45
16,46,15.5,50.5,0.53,A15-461,7/25/2017,54,4.69,11.45
16,47,17.9,50.1,0.474,A15-461,7/25/2017,54,4.69,11.45
16,48,17.9,57.6,0.526,A15-509,7/25/2017,54,4.69,11.45
16,49,16.7,53.7,0.526,A15-669,7/25/2017,54,4.69,11.45
16,50,18.4,55.2,0.5,A15-677,7/25/2017,54,4.69,11.45
16,51,19.6,55.5,0.478,A15-489,7/25/2017,54,4.69,11.45
16,52,16.7,52,0.514,A15-505,7/25/2017,54,4.69,11.45
16,53,17.1,54,0.519,A15-725,7/25/2017,54,4.69,11.45
16,54,15.1,53.4,0.559,A15-675,7/25/2017,54,4.69,11.45
16,55,13.6,52.8,0.59,A14-302,7/25/2017,54,4.69,11.45
16,56,15,61.5,0.608,A15-513,7/25/2017,54,4.69,11.45
16,57,14.4,52.5,0.57,b,7/25/2017,54,4.69,11.45
16,58,14.8,58,0.593,b,7/25/2017,54,4.69,11.45
16,59,13.4,56.7,0.618,b,7/25/2017,54,4.69,11.45
17,1,13.8,43.3,0.517,b,7/25/2017,54,4.69,11.45
17,2,17.5,41.2,0.404,b,7/25/2017,54,4.69,11.45
17,3,18.8,45.6,0.416,b,7/25/2017,54,4.69,11.45
17,4,21.2,51.4,0.416,A15-674,7/25/2017,54,4.69,11.45
17,5,21,53.1,0.433,A15-674,7/25/2017,54,4.69,11.45
17,6,18.3,52,0.479,A15-311,7/25/2017,54,4.69,11.45
17,7,18.6,50.7,0.463,A15-311,7/25/2017,54,4.69,11.45
17,8,18.3,46.3,0.433,A15-682,7/25/2017,54,4.69,11.45
17,9,21.4,53.4,0.428,A15-682,7/25/2017,54,4.69,11.45
17,10,18.3,47.7,0.445,A15-506,7/25/2017,54,4.69,11.45
17,11,16.1,45.1,0.474,A15-506,7/25/2017,54,4.69,11.45
17,12,18.1,49.6,0.465,A15-511,7/25/2017,54,4.69,11.45
17,13,15.5,51.3,0.536,A15-511,7/25/2017,54,4.69,11.45
17,14,15.5,51.1,0.535,A15-516,7/25/2017,54,4.69,11.45
17,15,15.3,52.5,0.549,A15-516,7/25/2017,54,4.69,11.45
17,16,18.3,52,0.479,A15-668,7/25/2017,54,4.69,11.45
17,17,16.9,50.2,0.496,A15-668,7/25/2017,54,4.69,11.45
17,18,16.3,52.8,0.528,A15-490,7/25/2017,54,4.69,11.45
17,19,15.5,52,0.541,A15-490,7/25/2017,54,4.69,11.45
17,20,16.1,53.7,0.539,A14-307,7/25/2017,54,4.69,11.45
17,21,17.3,53.7,0.513,A14-307,7/25/2017,54,4.69,11.45
17,22,18.1,52.3,0.486,A15-515,7/25/2017,54,4.69,11.45
17,23,16.7,52.2,0.515,A15-515,7/25/2017,54,4.69,11.45
17,24,15.1,51.3,0.545,A15-467,7/25/2017,54,4.69,11.45
17,25,15,52.9,0.558,A15-467,7/25/2017,54,4.69,11.45
17,26,15.9,51.4,0.527,A15-316,7/25/2017,54,4.69,11.45
17,27,18.1,51.6,0.481,A15-316,7/25/2017,54,4.69,11.45
17,28,15.9,49,0.51,A15-304,7/25/2017,54,4.69,11.45
17,29,16.9,53.1,0.517,A15-304,7/25/2017,54,4.69,11.45
17,30,14.8,52.5,0.56,A15-341,7/25/2017,54,4.69,11.45
17,31,16.5,56.7,0.549,A15-341,7/25/2017,54,4.69,11.45
17,32,15.9,49.9,0.517,A15-436,7/25/2017,54,4.69,11.45
17,33,16.7,56.1,0.541,A15-436,7/25/2017,54,4.69,11.45
17,34,15.5,53.7,0.552,A15-463,7/25/2017,54,4.69,11.45
17,35,14.8,51.7,0.555,A15-463,7/25/2017,54,4.69,11.45
17,36,16.5,50.8,0.51,A15-708,7/25/2017,54,4.69,11.45
17,37,16.9,51.6,0.507,A15-708,7/25/2017,54,4.69,11.45
17,38,21.9,60.6,0.469,A15-711,7/25/2017,54,4.69,11.45
17,39,20.2,53.1,0.449,A15-711,7/25/2017,54,4.69,11.45
17,40,18.4,53.8,0.49,A14-298,7/25/2017,54,4.69,11.45
17,41,19.6,53.4,0.463,A14-298,7/25/2017,54,4.69,11.45
17,42,16.9,56.4,0.539,A15-451,7/25/2017,54,4.69,11.45
17,43,16.3,50.8,0.514,A15-451,7/25/2017,54,4.69,11.45
17,44,19.2,57.1,0.497,A15-519,7/25/2017,54,4.69,11.45
17,45,16.7,58.2,0.554,A15-519,7/25/2017,54,4.69,11.45
17,46,15.5,55.3,0.562,A15-461,7/25/2017,54,4.69,11.45
17,47,17.3,48.3,0.473,A15-461,7/25/2017,54,4.69,11.45
17,48,19.2,58.5,0.506,A15-509,7/25/2017,54,4.69,11.45
17,49,17.3,51.9,0.5,A15-669,7/25/2017,54,4.69,11.45
17,50,20.4,56.5,0.469,A15-677,7/25/2017,54,4.69,11.45
17,51,20.4,58.3,0.482,A15-489,7/25/2017,54,4.69,11.45
17,52,16.1,53.1,0.535,A15-505,7/25/2017,54,4.69,11.45
17,53,16.9,53.7,0.521,A15-725,7/25/2017,54,4.69,11.45
17,54,18.1,56.4,0.514,A15-675,7/25/2017,54,4.69,11.45
17,55,17.1,58.8,0.549,A14-302,7/25/2017,54,4.69,11.45
17,56,17.1,58.6,0.548,A15-513,7/25/2017,54,4.69,11.45
17,57,18.3,59.1,0.527,b,7/25/2017,54,4.69,11.45
17,58,22.1,58.3,0.45,b,7/25/2017,54,4.69,11.45
17,59,16.3,58.2,0.562,b,7/25/2017,54,4.69,11.45
18,1,14,47.7,0.546,b,7/25/2017,54,4.69,11.45
18,2,17.7,51.1,0.485,b,7/25/2017,54,4.69,11.45
18,3,20.2,53.7,0.453,b,7/25/2017,54,4.69,11.45
18,4,23.5,48.6,0.348,A15-674,7/25/2017,54,4.69,11.45
18,5,21.7,47.7,0.375,A15-674,7/25/2017,54,4.69,11.45
18,6,22.1,51.4,0.399,A15-311,7/25/2017,54,4.69,11.45
18,7,19.6,54.9,0.474,A15-311,7/25/2017,54,4.69,11.45
18,8,21.7,55.5,0.438,A15-682,7/25/2017,54,4.69,11.45
18,9,26.2,55.9,0.362,A15-682,7/25/2017,54,4.69,11.45
18,10,22.5,46.5,0.348,A15-506,7/25/2017,54,4.69,11.45
18,11,20,44.7,0.382,A15-506,7/25/2017,54,4.69,11.45
18,12,20.6,50.2,0.418,A15-511,7/25/2017,54,4.69,11.45
18,13,23.5,50.7,0.367,A15-511,7/25/2017,54,4.69,11.45
18,14,20.2,49.9,0.424,A15-516,7/25/2017,54,4.69,11.45
18,15,17.7,54.9,0.512,A15-516,7/25/2017,54,4.69,11.45
18,16,19.4,54,0.471,A15-668,7/25/2017,54,4.69,11.45
18,17,18.6,52,0.473,A15-668,7/25/2017,54,4.69,11.45
18,18,18.4,54.1,0.492,A15-490,7/25/2017,54,4.69,11.45
18,19,22.3,54,0.415,A15-490,7/25/2017,54,4.69,11.45
18,20,15.5,53.8,0.553,A14-307,7/25/2017,54,4.69,11.45
18,21,20.6,53.4,0.443,A14-307,7/25/2017,54,4.69,11.45
18,22,20,52.3,0.447,A15-515,7/25/2017,54,4.69,11.45
18,23,17.9,51.7,0.486,A15-515,7/25/2017,54,4.69,11.45
18,24,17.5,59.2,0.544,A15-467,7/25/2017,54,4.69,11.45
18,25,16.9,55.9,0.536,A15-467,7/25/2017,54,4.69,11.45
18,26,18.8,56.1,0.498,A15-316,7/25/2017,54,4.69,11.45
18,27,19.8,55.9,0.477,A15-316,7/25/2017,54,4.69,11.45
18,28,22.1,53.5,0.415,A15-304,7/25/2017,54,4.69,11.45
18,29,22.3,54.7,0.421,A15-304,7/25/2017,54,4.69,11.45
18,30,18.8,54.1,0.484,A15-341,7/25/2017,54,4.69,11.45
18,31,18.3,54,0.494,A15-341,7/25/2017,54,4.69,11.45
18,32,18.1,50.2,0.47,A15-436,7/25/2017,54,4.69,11.45
18,33,20.4,48.3,0.406,A15-436,7/25/2017,54,4.69,11.45
18,34,21.2,54.4,0.439,A15-463,7/25/2017,54,4.69,11.45
18,35,19,54.3,0.482,A15-463,7/25/2017,54,4.69,11.45
18,36,20,54.4,0.462,A15-708,7/25/2017,54,4.69,11.45
18,37,18.1,56.4,0.514,A15-708,7/25/2017,54,4.69,11.45
18,38,21.4,57,0.454,A15-711,7/25/2017,54,4.69,11.45
18,39,23.5,54.1,0.394,A15-711,7/25/2017,54,4.69,11.45
18,40,18.6,51,0.466,A14-298,7/25/2017,54,4.69,11.45
18,41,18.6,57,0.508,A14-298,7/25/2017,54,4.69,11.45
18,42,21.2,51.9,0.42,A15-451,7/25/2017,54,4.69,11.45
18,43,18.6,47.7,0.439,A15-451,7/25/2017,54,4.69,11.45
18,44,18.8,51.6,0.466,A15-519,7/25/2017,54,4.69,11.45
18,45,18.1,53.1,0.492,A15-519,7/25/2017,54,4.69,11.45
18,46,17.7,54.1,0.507,A15-461,7/25/2017,54,4.69,11.45
18,47,16.3,51.6,0.52,A15-461,7/25/2017,54,4.69,11.45
18,48,17.1,51.9,0.504,A15-509,7/25/2017,54,4.69,11.45
18,49,17.1,54,0.519,A15-669,7/25/2017,54,4.69,11.45
18,50,19.6,54.6,0.472,A15-677,7/25/2017,54,4.69,11.45
18,51,19.2,54.9,0.482,A15-489,7/25/2017,54,4.69,11.45
18,52,18.4,55.2,0.5,A15-505,7/25/2017,54,4.69,11.45
18,53,17.3,48.7,0.476,A15-725,7/25/2017,54,4.69,11.45
18,54,15.3,53.7,0.557,A15-675,7/25/2017,54,4.69,11.45
18,55,15.7,58.3,0.576,A14-302,7/25/2017,54,4.69,11.45
18,56,16.5,56.8,0.55,A15-513,7/25/2017,54,4.69,11.45
18,57,17.7,57.3,0.528,b,7/25/2017,54,4.69,11.45
18,58,17.1,54.7,0.524,b,7/25/2017,54,4.69,11.45
18,59,15.1,56.5,0.578,b,7/25/2017,54,4.69,11.45
19,1,16.3,52.9,0.529,b,7/25/2017,54,4.69,11.45
19,2,17.7,48.6,0.466,b,7/25/2017,54,4.69,11.45
19,3,16.9,54.7,0.528,b,7/25/2017,54,4.69,11.45
19,4,19.4,48.7,0.43,A15-674,7/25/2017,54,4.69,11.45
19,5,21.4,53.4,0.428,A15-674,7/25/2017,54,4.69,11.45
19,6,20.2,50.2,0.426,A15-311,7/25/2017,54,4.69,11.45
19,7,17.7,51.3,0.487,A15-311,7/25/2017,54,4.69,11.45
19,8,19.2,53.8,0.474,A15-682,7/25/2017,54,4.69,11.45
19,9,21.2,54,0.436,A15-682,7/25/2017,54,4.69,11.45
19,10,20.2,51.9,0.44,A15-506,7/25/2017,54,4.69,11.45
19,11,21.4,53.1,0.426,A15-506,7/25/2017,54,4.69,11.45
19,12,21,52,0.425,A15-511,7/25/2017,54,4.69,11.45
19,13,20.2,51.6,0.437,A15-511,7/25/2017,54,4.69,11.45
19,14,15.7,55,0.556,A15-516,7/25/2017,54,4.69,11.45
19,15,18.1,51.7,0.481,A15-516,7/25/2017,54,4.69,11.45
19,16,17.1,50.4,0.493,A15-668,7/25/2017,54,4.69,11.45
19,17,17.5,55,0.517,A15-668,7/25/2017,54,4.69,11.45
19,18,20.2,55,0.463,A15-490,7/25/2017,54,4.69,11.45
19,19,21.4,51.4,0.412,A15-490,7/25/2017,54,4.69,11.45
19,20,16.9,49,0.487,A14-307,7/25/2017,54,4.69,11.45
19,21,18.6,48.6,0.446,A14-307,7/25/2017,54,4.69,11.45
19,22,19.2,53.5,0.472,A15-515,7/25/2017,54,4.69,11.45
19,23,19.2,50.5,0.449,A15-515,7/25/2017,54,4.69,11.45
19,24,16.5,53.2,0.527,A15-467,7/25/2017,54,4.69,11.45
19,25,15.5,58,0.578,A15-467,7/25/2017,54,4.69,11.45
19,26,18.4,54.6,0.496,A15-316,7/25/2017,54,4.69,11.45
19,27,16.7,55.8,0.539,A15-316,7/25/2017,54,4.69,11.45
19,28,19,51.1,0.458,A15-304,7/25/2017,54,4.69,11.45
19,29,18.8,53.2,0.478,A15-304,7/25/2017,54,4.69,11.45
19,30,16.9,59.8,0.559,A15-341,7/25/2017,54,4.69,11.45
19,31,18.4,57.7,0.516,A15-341,7/25/2017,54,4.69,11.45
19,32,18.1,58,0.524,A15-436,7/25/2017,54,4.69,11.45
19,33,18.6,51.6,0.47,A15-436,7/25/2017,54,4.69,11.45
19,34,19.6,53.1,0.461,A15-463,7/25/2017,54,4.69,11.45
19,35,17.1,58.5,0.548,A15-463,7/25/2017,54,4.69,11.45
19,36,16.3,58.2,0.562,A15-708,7/25/2017,54,4.69,11.45
19,37,17.3,55.6,0.525,A15-708,7/25/2017,54,4.69,11.45
19,38,19,55.8,0.492,A15-711,7/25/2017,54,4.69,11.45
19,39,24.7,59.7,0.415,A15-711,7/25/2017,54,4.69,11.45
19,40,18.6,51.7,0.471,A14-298,7/25/2017,54,4.69,11.45
19,41,18.3,51,0.472,A14-298,7/25/2017,54,4.69,11.45
19,42,17.9,49.2,0.466,A15-451,7/25/2017,54,4.69,11.45
19,43,18.4,55.5,0.502,A15-451,7/25/2017,54,4.69,11.45
19,44,20.8,54,0.444,A15-519,7/25/2017,54,4.69,11.45
19,45,16.3,51.3,0.518,A15-519,7/25/2017,54,4.69,11.45
19,46,16.3,53.4,0.532,A15-461,7/25/2017,54,4.69,11.45
19,47,17.3,53.2,0.509,A15-461,7/25/2017,54,4.69,11.45
19,48,17.9,53.5,0.499,A15-509,7/25/2017,54,4.69,11.45
19,49,20,51.7,0.442,A15-669,7/25/2017,54,4.69,11.45
19,50,21.2,50.2,0.406,A15-677,7/25/2017,54,4.69,11.45
19,51,19,51.9,0.464,A15-489,7/25/2017,54,4.69,11.45
19,52,14.6,56.1,0.587,A15-505,7/25/2017,54,4.69,11.45
19,53,15.9,57.1,0.564,A15-725,7/25/2017,54,4.69,11.45
19,54,14.6,55.8,0.585,A15-675,7/25/2017,54,4.69,11.45
19,55,17.1,55,0.526,A14-302,7/25/2017,54,4.69,11.45
19,56,17.3,54.1,0.515,A15-513,7/25/2017,54,4.69,11.45
19,57,16.3,50.2,0.51,b,7/25/2017,54,4.69,11.45
19,58,18.8,59.5,0.52,b,7/25/2017,54,4.69,11.45
19,59,17.7,53.7,0.504,b,7/25/2017,54,4.69,11.45
20,1,13.6,49.8,0.571,b,7/25/2017,54,4.69,11.45
20,2,17.3,47.4,0.465,b,7/25/2017,54,4.69,11.45
20,3,16.1,46.9,0.489,b,7/25/2017,54,4.69,11.45
20,4,19.8,52.8,0.455,A15-674,7/25/2017,54,4.69,11.45
20,5,17.7,49.8,0.476,A15-674,7/25/2017,54,4.69,11.45
20,6,15.9,52.8,0.537,A15-311,7/25/2017,54,4.69,11.45
20,7,17.7,54.4,0.509,A15-311,7/25/2017,54,4.69,11.45
20,8,17.7,53.5,0.503,A15-682,7/25/2017,54,4.69,11.45
20,9,16.3,54.1,0.537,A15-682,7/25/2017,54,4.69,11.45
20,10,17.3,44.1,0.436,A15-506,7/25/2017,54,4.69,11.45
20,11,17.7,47.8,0.46,A15-506,7/25/2017,54,4.69,11.45
20,12,15.9,46,0.486,A15-511,7/25/2017,54,4.69,11.45
20,13,16.7,50.7,0.504,A15-511,7/25/2017,54,4.69,11.45
20,14,15.7,52.5,0.54,A15-516,7/25/2017,54,4.69,11.45
20,15,18.3,47.5,0.444,A15-516,7/25/2017,54,4.69,11.45
20,16,19.2,52.5,0.464,A15-668,7/25/2017,54,4.69,11.45
20,17,18.6,54.3,0.49,A15-668,7/25/2017,54,4.69,11.45
20,18,18.6,52.5,0.477,A15-490,7/25/2017,54,4.69,11.45
20,19,18.6,51.6,0.47,A15-490,7/25/2017,54,4.69,11.45
20,20,18.4,50.1,0.463,A14-307,7/25/2017,54,4.69,11.45
20,21,17.9,51.6,0.485,A14-307,7/25/2017,54,4.69,11.45
20,22,18.4,46.6,0.434,A15-515,7/25/2017,54,4.69,11.45
20,23,16.5,50.8,0.51,A15-515,7/25/2017,54,4.69,11.45
20,24,16.5,55,0.538,A15-467,7/25/2017,54,4.69,11.45
20,25,14.8,50.5,0.547,A15-467,7/25/2017,54,4.69,11.45
20,26,16.9,50.1,0.496,A15-316,7/25/2017,54,4.69,11.45
20,27,16.5,49,0.496,A15-316,7/25/2017,54,4.69,11.45
20,28,23.1,50.1,0.369,A15-304,7/25/2017,54,4.69,11.45
20,29,16.9,52.9,0.516,A15-304,7/25/2017,54,4.69,11.45
20,30,17.3,54.9,0.521,A15-341,7/25/2017,54,4.69,11.45
